study_accession	secondary_study_accession	sample_accession	secondary_sample_accession	experiment_accession	run_accession	submission_accession	tax_id	scientific_name	instrument_platform	instrument_model	library_name	nominal_length	library_layout	library_strategy	library_source	library_selection	read_count	base_count	center_name	first_public	last_updated	experiment_title	study_title	study_alias	experiment_alias	run_alias	fastq_bytes	fastq_md5	fastq_ftp	fastq_aspera	fastq_galaxy	submitted_bytes	submitted_md5	submitted_ftp	submitted_aspera	submitted_galaxy	submitted_format	sra_bytes	sra_md5	sra_ftp	sra_aspera	sra_galaxy	sample_alias	broker_name	sample_title	nominal_sdev	first_created
PRJEB61818	ERP146900	SAMEA113430531	ERS15425646	ERX10846754	ERR11439447	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN264_GRG092_TF		SINGLE	Targeted-Capture	GENOMIC	RANDOM	10814	625181	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:076-23092	ena-RUN-TAB-15-05-2023-12:25:42:076-23093	385581	77ac217ca2e4bf49902777d336472cd6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/047/ERR11439447/ERR11439447.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/047/ERR11439447/ERR11439447.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/047/ERR11439447/ERR11439447.fastq.gz	602320;1715424	c091aace2e2f9d909768a52fb91c2169;c59e8d25570537a687f2e2ebea168e96	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439447/GLN264_GRG092_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439447/GLN264_GRG092_TF.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439447/GLN264_GRG092_TF.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439447/GLN264_GRG092_TF.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439447/GLN264_GRG092_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439447/GLN264_GRG092_TF.bam.bai	BAM;BAI						GLN264		GLN264		2023-05-15
PRJEB61818	ERP146900	SAMEA113430532	ERS15425647	ERX10846758	ERR11439451	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN265_GRG068_YC		SINGLE	Targeted-Capture	GENOMIC	RANDOM	4847786	285902430	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:077-23100	ena-RUN-TAB-15-05-2023-12:25:42:077-23101	167179357	d8137bfb17f4c6b0eee40df21260e4a2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/051/ERR11439451/ERR11439451.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/051/ERR11439451/ERR11439451.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/051/ERR11439451/ERR11439451.fastq.gz	258246237;5979384	482971d2c79c4b79694bb80da3fb5546;85c0bc78c68355ac4ffb34280af2d7c5	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439451/GLN265_GRG068_YC.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439451/GLN265_GRG068_YC.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439451/GLN265_GRG068_YC.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439451/GLN265_GRG068_YC.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439451/GLN265_GRG068_YC.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439451/GLN265_GRG068_YC.bam.bai	BAM;BAI						GLN265		GLN265		2023-05-15
PRJEB61818	ERP146900	SAMEA113430533	ERS15425648	ERX10846759	ERR11439452	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN266_GRG107_IM		SINGLE	Targeted-Capture	GENOMIC	RANDOM	9227032	515797154	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:077-23102	ena-RUN-TAB-15-05-2023-12:25:42:077-23103	241282532	c9a606e00e11700cf719fff39ce3c48b	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/052/ERR11439452/ERR11439452.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/052/ERR11439452/ERR11439452.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/052/ERR11439452/ERR11439452.fastq.gz	358221654;5920440	a33005ec9d3352e574a31e388d9e9c86;625eaebfb2391a23f9da0e54faa5b9f0	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439452/GLN266_GRG107_IM.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439452/GLN266_GRG107_IM.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439452/GLN266_GRG107_IM.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439452/GLN266_GRG107_IM.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439452/GLN266_GRG107_IM.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439452/GLN266_GRG107_IM.bam.bai	BAM;BAI						GLN266		GLN266		2023-05-15
PRJEB61818	ERP146900	SAMEA113430534	ERS15425649	ERX10846763	ERR11439456	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN267_GRG038_IM		SINGLE	Targeted-Capture	GENOMIC	RANDOM	13244939	756302955	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:078-23110	ena-RUN-TAB-15-05-2023-12:25:42:078-23111	363292160	6b4c4d3e2c9f61c0c490a0344e3874c6	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/056/ERR11439456/ERR11439456.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/056/ERR11439456/ERR11439456.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/056/ERR11439456/ERR11439456.fastq.gz	581817595;5969360	f77aa46fe8c2364c9935c238cd46d3ca;ea29eba3e274c185adf6e6ad1ad13292	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439456/GLN267_GRG038_IM.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439456/GLN267_GRG038_IM.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439456/GLN267_GRG038_IM.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439456/GLN267_GRG038_IM.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439456/GLN267_GRG038_IM.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439456/GLN267_GRG038_IM.bam.bai	BAM;BAI						GLN267		GLN267		2023-05-15
PRJEB61818	ERP146900	SAMEA113430534	ERS15425649	ERX10846765	ERR11439458	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN267_GRG038_TF		SINGLE	Targeted-Capture	GENOMIC	RANDOM	2481802	138157750	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:079-23114	ena-RUN-TAB-15-05-2023-12:25:42:079-23115	87492529	5ef27cf93d60674bd6fc199920dbb0f3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/058/ERR11439458/ERR11439458.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/058/ERR11439458/ERR11439458.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/058/ERR11439458/ERR11439458.fastq.gz	125096984;5802256	7a8545ad3eb4f88688087860ba30ce87;00a0d4d8a6e0a4bb8d6b5a85dfff55f8	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439458/GLN267_GRG038_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439458/GLN267_GRG038_TF.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439458/GLN267_GRG038_TF.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439458/GLN267_GRG038_TF.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439458/GLN267_GRG038_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439458/GLN267_GRG038_TF.bam.bai	BAM;BAI						GLN267		GLN267		2023-05-15
PRJEB61818	ERP146900	SAMEA113430535	ERS15425650	ERX10846766	ERR11439459	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN268A_GRG039_IM		SINGLE	Targeted-Capture	GENOMIC	RANDOM	9747468	527014972	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:079-23116	ena-RUN-TAB-15-05-2023-12:25:42:079-23117	275453161	e5b8ea1aa565323deca1053293742f20	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/059/ERR11439459/ERR11439459.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/059/ERR11439459/ERR11439459.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/059/ERR11439459/ERR11439459.fastq.gz	459314996;5933376	884489a34d9421b7dd50ba343e673c62;b00b618dfed0505a0f9fa5404e0fac5f	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439459/GLN268A_GRG039_IM.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439459/GLN268A_GRG039_IM.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439459/GLN268A_GRG039_IM.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439459/GLN268A_GRG039_IM.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439459/GLN268A_GRG039_IM.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439459/GLN268A_GRG039_IM.bam.bai	BAM;BAI						GLN268A		GLN268A		2023-05-15
PRJEB61818	ERP146900	SAMEA113430537	ERS15425652	ERX10846774	ERR11439467	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN269_GRG069_TF		SINGLE	Targeted-Capture	GENOMIC	RANDOM	7695738	446743173	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:081-23132	ena-RUN-TAB-15-05-2023-12:25:42:081-23133	270837767	fc3b7193491019af8e94653c4a2b7705	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/067/ERR11439467/ERR11439467.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/067/ERR11439467/ERR11439467.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/067/ERR11439467/ERR11439467.fastq.gz	381398328;6072776	427ea989d9d48abc5a24ed73d96865e6;fb622e59fdbb94c73ba7825391fd38b2	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439467/GLN269_GRG069_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439467/GLN269_GRG069_TF.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439467/GLN269_GRG069_TF.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439467/GLN269_GRG069_TF.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439467/GLN269_GRG069_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439467/GLN269_GRG069_TF.bam.bai	BAM;BAI						GLN269		GLN269		2023-05-15
PRJEB61818	ERP146900	SAMEA113430538	ERS15425653	ERX10846777	ERR11439470	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN270B_GRG102_TF		SINGLE	Targeted-Capture	GENOMIC	RANDOM	195808	11747229	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:082-23138	ena-RUN-TAB-15-05-2023-12:25:42:082-23139	7367769	a708aa5363f3a4aeca3f37c5e2727a5e	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/070/ERR11439470/ERR11439470.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/070/ERR11439470/ERR11439470.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/070/ERR11439470/ERR11439470.fastq.gz	11010458;4123648	3a5cdaf476a2fb62719e8a91f615a498;c630a960f6788e6421671a237db2676d	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439470/GLN270B_GRG102_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439470/GLN270B_GRG102_TF.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439470/GLN270B_GRG102_TF.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439470/GLN270B_GRG102_TF.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439470/GLN270B_GRG102_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439470/GLN270B_GRG102_TF.bam.bai	BAM;BAI						GLN270B		GLN270B		2023-05-15
PRJEB61818	ERP146900	SAMEA113430539	ERS15425654	ERX10846782	ERR11439475	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN275_GRG094_TF		SINGLE	Targeted-Capture	GENOMIC	RANDOM	32019590	1760514412	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:083-23148	ena-RUN-TAB-15-05-2023-12:25:42:084-23149	1012927949	8d61c0c7e6d6721dd4420fb04bbcaac2	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/075/ERR11439475/ERR11439475.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/075/ERR11439475/ERR11439475.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/075/ERR11439475/ERR11439475.fastq.gz	1486845539;6628304	40e212203d12ae1a85e3c4d1da911c32;1f5e40d943c69ba220ef8c4c5323c162	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439475/GLN275_GRG094_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439475/GLN275_GRG094_TF.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439475/GLN275_GRG094_TF.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439475/GLN275_GRG094_TF.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439475/GLN275_GRG094_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439475/GLN275_GRG094_TF.bam.bai	BAM;BAI						GLN275		GLN275		2023-05-15
PRJEB61818	ERP146900	SAMEA113430540	ERS15425655	ERX10846783	ERR11439476	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN276_GRG041_IM	76	PAIRED	Targeted-Capture	GENOMIC	RANDOM	4904720	260505398	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 paired end sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:084-23150	ena-RUN-TAB-15-05-2023-12:25:42:084-23151	140428361	c290813103f7b6fb5dbfe35b04d007e0	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/076/ERR11439476/ERR11439476.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/076/ERR11439476/ERR11439476.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/076/ERR11439476/ERR11439476.fastq.gz	227841087;5934808	603eb4077d83adc04abebb69b30a5614;f1cba83682ba7fa6ff21e38999729335	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439476/GLN276_GRG041_IM.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439476/GLN276_GRG041_IM.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439476/GLN276_GRG041_IM.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439476/GLN276_GRG041_IM.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439476/GLN276_GRG041_IM.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439476/GLN276_GRG041_IM.bam.bai	BAM;BAI						GLN276		GLN276		2023-05-15
PRJEB61818	ERP146900	SAMEA113430540	ERS15425655	ERX10846785	ERR11439478	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN276_GRG041_TF	76	PAIRED	Targeted-Capture	GENOMIC	RANDOM	20434665	1326248703	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 paired end sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:085-23154	ena-RUN-TAB-15-05-2023-12:25:42:085-23155	617380814	2459b8e6b907745c3af1887a391ebe7d	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/078/ERR11439478/ERR11439478.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/078/ERR11439478/ERR11439478.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/078/ERR11439478/ERR11439478.fastq.gz	930629236;6240816	e1b4cdd60f80f20b5b71ef011f3d73d4;60cbb81b9648da8b9ebf4793a555d210	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439478/GLN276_GRG041_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439478/GLN276_GRG041_TF.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439478/GLN276_GRG041_TF.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439478/GLN276_GRG041_TF.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439478/GLN276_GRG041_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439478/GLN276_GRG041_TF.bam.bai	BAM;BAI						GLN276		GLN276		2023-05-15
PRJEB61818	ERP146900	SAMEA113430541	ERS15425656	ERX10846788	ERR11439481	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN277_GRG070_TF		SINGLE	Targeted-Capture	GENOMIC	RANDOM	3209798	196910452	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:085-23160	ena-RUN-TAB-15-05-2023-12:25:42:086-23161	118115794	7a7b506225d4cc6b8ec66d65674f668f	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/081/ERR11439481/ERR11439481.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/081/ERR11439481/ERR11439481.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/081/ERR11439481/ERR11439481.fastq.gz	164968597;5870328	2acef63f8991dacff8b51cd04851a450;ea8602d21938f9fdf719b2fe5d07f429	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439481/GLN277_GRG070_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439481/GLN277_GRG070_TF.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439481/GLN277_GRG070_TF.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439481/GLN277_GRG070_TF.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439481/GLN277_GRG070_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439481/GLN277_GRG070_TF.bam.bai	BAM;BAI						GLN277		GLN277		2023-05-15
PRJEB61818	ERP146900	SAMEA113430544	ERS15425659	ERX10846795	ERR11439488	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN282_GRG095_YC		SINGLE	Targeted-Capture	GENOMIC	RANDOM	3543177	222152922	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:087-23174	ena-RUN-TAB-15-05-2023-12:25:42:087-23175	124880532	f64d8c5c40d8c4a9ed8288b1c76d63d7	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/088/ERR11439488/ERR11439488.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/088/ERR11439488/ERR11439488.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/088/ERR11439488/ERR11439488.fastq.gz	190660179;5892432	42505e6809fed35c8bbd0c8fcc7fb51d;d95cc1bf6eaff6cd46b168e9b3de8068	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439488/GLN282_GRG095_YC.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439488/GLN282_GRG095_YC.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439488/GLN282_GRG095_YC.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439488/GLN282_GRG095_YC.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439488/GLN282_GRG095_YC.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439488/GLN282_GRG095_YC.bam.bai	BAM;BAI						GLN282		GLN282		2023-05-15
PRJEB61818	ERP146900	SAMEA113430545	ERS15425660	ERX10846796	ERR11439489	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN284_GRG071_IM		SINGLE	Targeted-Capture	GENOMIC	RANDOM	11396034	606079292	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:087-23176	ena-RUN-TAB-15-05-2023-12:25:42:088-23177	293264076	62839411b9d4afe9c00fe64edc413886	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/089/ERR11439489/ERR11439489.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/089/ERR11439489/ERR11439489.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/089/ERR11439489/ERR11439489.fastq.gz	447914589;5945448	d1643bf3bf0ae10eec0e904887e4a2ec;d2555174b76ae1bd272b4a63cc34252d	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439489/GLN284_GRG071_IM.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439489/GLN284_GRG071_IM.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439489/GLN284_GRG071_IM.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439489/GLN284_GRG071_IM.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439489/GLN284_GRG071_IM.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439489/GLN284_GRG071_IM.bam.bai	BAM;BAI						GLN284		GLN284		2023-05-15
PRJEB61818	ERP146900	SAMEA113430545	ERS15425660	ERX10846798	ERR11439491	ERA23350737	9606	Homo sapiens	ILLUMINA	Illumina HiSeq 4000	GLN284_GRG071_TF		SINGLE	Targeted-Capture	GENOMIC	RANDOM	5198510	283712942	Max Planck Institute for Evolutionary Anthropology	2023-05-16	2023-05-16	Illumina HiSeq 4000 sequencing	Extensive pedigrees reveal the social organisation of a Neolithic community	5101f9ab-0fc8-4f5d-a9fc-5c55b144ba2f	ena-EXPERIMENT-TAB-15-05-2023-12:25:42:088-23180	ena-RUN-TAB-15-05-2023-12:25:42:088-23181	176491708	d006488c5212b3ef2d9518e483d682f3	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/091/ERR11439491/ERR11439491.fastq.gz	fasp.sra.ebi.ac.uk:/vol1/fastq/ERR114/091/ERR11439491/ERR11439491.fastq.gz	ftp.sra.ebi.ac.uk/vol1/fastq/ERR114/091/ERR11439491/ERR11439491.fastq.gz	253286499;5944720	a2ede0a336b98121bb9359a411936f1d;afa4c74d00da436232740f7d606f6764	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439491/GLN284_GRG071_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439491/GLN284_GRG071_TF.bam.bai	fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439491/GLN284_GRG071_TF.bam;fasp.sra.ebi.ac.uk:/vol1/run/ERR114/ERR11439491/GLN284_GRG071_TF.bam.bai	ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439491/GLN284_GRG071_TF.bam;ftp.sra.ebi.ac.uk/vol1/run/ERR114/ERR11439491/GLN284_GRG071_TF.bam.bai	BAM;BAI						GLN284		GLN284		2023-05-15
